Entity,Code,Day,Total confirmed cases of COVID-19,Total confirmed cases of COVID-19 (WHO),Total confirmed cases of COVID-19,738545-annotations
Germany,DEU,2020-02-07,13,13,12,
Germany,DEU,2020-02-08,13,14,13,
Germany,DEU,2020-02-09,14,14,13,
Germany,DEU,2020-02-10,14,14,13,
Germany,DEU,2020-02-11,16,14,13,
Germany,DEU,2020-02-12,16,16,15,
Germany,DEU,2020-02-13,16,16,15,
Germany,DEU,2020-02-14,16,16,15,
Germany,DEU,2020-02-15,16,16,15,
Germany,DEU,2020-02-16,16,16,15,
Germany,DEU,2020-02-17,16,16,15,
Germany,DEU,2020-02-18,16,16,15,
Germany,DEU,2020-02-19,16,16,15,
Germany,DEU,2020-02-20,16,16,15,
Germany,DEU,2020-02-21,16,16,15,
Germany,DEU,2020-02-22,16,16,15,
Germany,DEU,2020-02-23,16,16,15,
Germany,DEU,2020-02-24,16,16,15,
Germany,DEU,2020-02-25,16,16,15,
Germany,DEU,2020-02-26,21,18,17,
Germany,DEU,2020-02-27,26,21,21,
Germany,DEU,2020-02-28,53,26,47,
Germany,DEU,2020-02-29,66,57,57,
Germany,DEU,2020-03-01,117,57,111,
Germany,DEU,2020-03-02,150,129,129,
Germany,DEU,2020-03-03,188,157,157,
Germany,DEU,2020-03-04,262,196,196,
Germany,DEU,2020-03-05,400,262,262,
Germany,DEU,2020-03-06,639,534,400,
Germany,DEU,2020-03-07,795,639,684,
Germany,DEU,2020-03-08,902,795,847,
Germany,DEU,2020-03-09,1139,1112,902,
Germany,DEU,2020-03-10,1296,1139,1139,
Germany,DEU,2020-03-11,1567,1296,1296,
Germany,DEU,2020-03-12,2369,1567,1567,
Germany,DEU,2020-03-13,3062,2369,2369,
Germany,DEU,2020-03-14,3795,3062,3062,
Germany,DEU,2020-03-15,4838,3795,3795,
Germany,DEU,2020-03-16,6012,4838,4838,
Germany,DEU,2020-03-17,7156,6012,6012,
Ghana,GHA,2020-03-13,,,2,
Ghana,GHA,2020-03-14,3,1,,
Ghana,GHA,2020-03-15,6,2,2,
Ghana,GHA,2020-03-16,6,2,2,
Ghana,GHA,2020-03-17,7,6,6,
Gibraltar,GIB,2020-03-04,1,,,
Gibraltar,GIB,2020-03-05,1,1,,
Gibraltar,GIB,2020-03-06,1,1,,
Gibraltar,GIB,2020-03-07,1,1,,
Gibraltar,GIB,2020-03-08,1,1,,
Gibraltar,GIB,2020-03-09,1,1,,
Gibraltar,GIB,2020-03-10,1,1,,
Gibraltar,GIB,2020-03-11,1,1,,
Gibraltar,GIB,2020-03-12,1,1,,
Gibraltar,GIB,2020-03-13,1,1,,
Gibraltar,GIB,2020-03-14,1,1,,
Gibraltar,GIB,2020-03-15,1,1,,
Gibraltar,GIB,2020-03-16,1,1,,
Gibraltar,GIB,2020-03-17,3,3,,
Greece,GRC,2020-02-26,1,,,
Greece,GRC,2020-02-27,3,1,1,
Greece,GRC,2020-02-28,4,3,3,
Greece,GRC,2020-02-29,4,3,4,
Greece,GRC,2020-03-01,7,3,7,
Greece,GRC,2020-03-02,7,7,7,
Greece,GRC,2020-03-03,7,7,,
Greece,GRC,2020-03-04,9,7,,
Greece,GRC,2020-03-05,31,9,10,
Greece,GRC,2020-03-06,45,32,32,
Greece,GRC,2020-03-07,46,32,45,
Greece,GRC,2020-03-08,73,66,66,
Greece,GRC,2020-03-09,73,73,73,
Greece,GRC,2020-03-10,89,73,84,
Greece,GRC,2020-03-11,99,89,90,
Greece,GRC,2020-03-12,99,98,99,
Greece,GRC,2020-03-13,190,98,133,
Greece,GRC,2020-03-14,228,98,190,
Greece,GRC,2020-03-15,331,228,228,
Greece,GRC,2020-03-16,331,331,331,
Greece,GRC,2020-03-17,387,331,352,
Greenland,GRL,2020-03-16,1,,,
Greenland,GRL,2020-03-17,1,,,
Guadeloupe,GLP,2020-03-14,,1,,
Guadeloupe,GLP,2020-03-15,,3,,
Guadeloupe,GLP,2020-03-16,,6,,
Guadeloupe,GLP,2020-03-17,,18,,
Guam,GUM,2020-03-17,,3,,
Guatemala,GTM,2020-03-14,1,,,
Guatemala,GTM,2020-03-15,1,,1,
Guatemala,GTM,2020-03-16,2,1,1,
Guatemala,GTM,2020-03-17,6,1,6,
Guernsey,GGY,2020-03-10,,1,,
Guernsey,GGY,2020-03-11,,1,,
Guernsey,GGY,2020-03-12,,1,,
Guernsey,GGY,2020-03-13,,1,,
Guernsey,GGY,2020-03-14,,1,,
Guernsey,GGY,2020-03-15,,1,,
Guernsey,GGY,2020-03-16,,1,,
Guernsey,GGY,2020-03-17,,1,,
Guinea,GIN,2020-03-13,1,,,
Guinea,GIN,2020-03-14,1,1,1,
Guinea,GIN,2020-03-15,1,1,1,
Guinea,GIN,2020-03-16,1,1,,
Guinea,GIN,2020-03-17,1,1,1,
Guyana,GUY,2020-03-12,1,,,
Guyana,GUY,2020-03-13,1,1,1,
Guyana,GUY,2020-03-14,1,1,,
Guyana,GUY,2020-03-15,4,1,,
Guyana,GUY,2020-03-16,4,4,4,
Guyana,GUY,2020-03-17,7,4,4,
High income,,2020-01-22,6,,4,
High income,,2020-01-23,12,,4,
High income,,2020-01-24,21,,9,
High income,,2020-01-25,25,,16,
High income,,2020-01-26,43,,23,
High income,,2020-01-27,49,,30,
High income,,2020-01-28,63,,36,
High income,,2020-01-29,73,,47,
High income,,2020-01-30,84,,61,
High income,,2020-01-31,108,,78,
High income,,2020-02-01,127,,97,
High income,,2020-02-02,138,,111,
High income,,2020-02-03,149,,116,
High income,,2020-02-04,166,,120,
High income,,2020-02-05,180,,138,
High income,,2020-02-06,194,,149,
High income,,2020-02-07,203,,162,
High income,,2020-02-08,220,,174,
High income,,2020-02-09,235,,183,
High income,,2020-02-10,255,,193,
High income,,2020-02-11,275,,199,
High income,,2020-02-12,281,,203,
High income,,2020-02-13,299,,212,
High income,,2020-02-14,322,,223,
High income,,2020-02-15,339,,241,
High income,,2020-02-16,353,,261,
High income,,2020-02-17,370,,276,
High income,,2020-02-18,389,,281,
High income,,2020-02-19,401,,307,
High income,,2020-02-20,493,,364,
High income,,2020-02-21,636,,453,
High income,,2020-02-22,938,,698,
High income,,2020-02-23,1232,,1050,
High income,,2020-02-24,1562,,1283,
High income,,2020-02-25,1869,,1539,
High income,,2020-02-26,2367,,1953,
High income,,2020-02-27,3169,,2564,
High income,,2020-02-28,4116,,3390,
High income,,2020-02-29,5338,,4667,
High income,,2020-03-01,6730,,5715,
High income,,2020-03-02,7966,,7165,
High income,,2020-03-03,9597,,8359,
High income,,2020-03-04,11175,,9694,
High income,,2020-03-05,13141,,11285,
High income,,2020-03-06,15644,,13531,
High income,,2020-03-07,18572,,16213,
High income,,2020-03-08,21443,,19011,
High income,,2020-03-09,25026,,22281,
High income,,2020-03-10,28737,,26385,
High income,,2020-03-11,35068,,30450,
High income,,2020-03-12,40607,,37113,
High income,,2020-03-13,52042,,45261,
High income,,2020-03-14,61106,,54009,
High income,,2020-03-15,70497,,64388,
High income,,2020-03-16,83291,,74877,
High income,,2020-03-17,96328,,87117,
Honduras,HND,2020-03-11,2,,,
Honduras,HND,2020-03-12,2,2,2,
Honduras,HND,2020-03-13,2,2,,
Honduras,HND,2020-03-14,2,2,3,
Honduras,HND,2020-03-15,3,2,,
Honduras,HND,2020-03-16,6,2,6,
Honduras,HND,2020-03-17,8,8,8,
Hong Kong,HKG,2020-01-23,2,,,
Hong Kong,HKG,2020-01-24,2,,,
Hong Kong,HKG,2020-01-25,5,,,
Hong Kong,HKG,2020-01-26,8,,,
Hong Kong,HKG,2020-01-27,8,,,
Hong Kong,HKG,2020-01-28,8,,,
Hong Kong,HKG,2020-01-29,10,,,
Hong Kong,HKG,2020-01-30,10,,,
Hong Kong,HKG,2020-01-31,12,,,
Hong Kong,HKG,2020-02-01,13,,,
Hong Kong,HKG,2020-02-02,15,,,
Hong Kong,HKG,2020-02-03,15,,,
Hong Kong,HKG,2020-02-04,17,,,
Hong Kong,HKG,2020-02-05,21,,,
Hong Kong,HKG,2020-02-06,24,,,
Hong Kong,HKG,2020-02-07,25,,,
Hong Kong,HKG,2020-02-08,26,,,
Hong Kong,HKG,2020-02-09,29,,,
Hong Kong,HKG,2020-02-10,38,,,
Hong Kong,HKG,2020-02-11,49,,,
Hong Kong,HKG,2020-02-12,50,,,
Hong Kong,HKG,2020-02-13,53,,,
Hong Kong,HKG,2020-02-14,56,,,
Hong Kong,HKG,2020-02-15,56,,,
Hong Kong,HKG,2020-02-16,57,,,
Hong Kong,HKG,2020-02-17,60,,,
Hong Kong,HKG,2020-02-18,62,,,
Hong Kong,HKG,2020-02-19,63,,,
Hong Kong,HKG,2020-02-20,68,,,
Hong Kong,HKG,2020-02-21,68,,,
Hong Kong,HKG,2020-02-22,69,,,
Hong Kong,HKG,2020-02-23,74,,,
Hong Kong,HKG,2020-02-24,79,,,
Hong Kong,HKG,2020-02-25,84,,,
Hong Kong,HKG,2020-02-26,91,,,
Hong Kong,HKG,2020-02-27,92,,,
Hong Kong,HKG,2020-02-28,94,,,
Hong Kong,HKG,2020-02-29,95,,,
Hong Kong,HKG,2020-03-01,96,,,
Hong Kong,HKG,2020-03-02,100,,,
Hong Kong,HKG,2020-03-03,100,,,
Hong Kong,HKG,2020-03-04,105,,,
Hong Kong,HKG,2020-03-05,105,,,
Hong Kong,HKG,2020-03-06,107,,,
Hong Kong,HKG,2020-03-07,108,,,
Hong Kong,HKG,2020-03-08,114,,,
Hong Kong,HKG,2020-03-09,115,,,
Hong Kong,HKG,2020-03-10,120,,,
Hong Kong,HKG,2020-03-11,126,,,
Hong Kong,HKG,2020-03-12,129,,,
Hong Kong,HKG,2020-03-13,134,,,
Hong Kong,HKG,2020-03-14,140,,,
Hong Kong,HKG,2020-03-15,145,,,
Hong Kong,HKG,2020-03-16,155,,,
Hong Kong,HKG,2020-03-17,162,,,
Hungary,HUN,2020-03-04,2,,,
Hungary,HUN,2020-03-05,2,2,2,
Hungary,HUN,2020-03-06,2,2,,
Hungary,HUN,2020-03-07,4,5,4,
Hungary,HUN,2020-03-08,7,7,7,
Hungary,HUN,2020-03-09,9,9,8,
Hungary,HUN,2020-03-10,9,9,9,
Hungary,HUN,2020-03-11,13,13,12,
Hungary,HUN,2020-03-12,13,13,13,
Hungary,HUN,2020-03-13,19,16,16,
Hungary,HUN,2020-03-14,30,19,25,
Hungary,HUN,2020-03-15,32,32,31,
Hungary,HUN,2020-03-16,39,39,39,
Hungary,HUN,2020-03-17,50,50,50,
Iceland,ISL,2020-02-28,1,,,
Iceland,ISL,2020-02-29,1,,1,
Iceland,ISL,2020-03-01,3,,1,
Iceland,ISL,2020-03-02,6,2,3,
Iceland,ISL,2020-03-03,11,9,6,
Iceland,ISL,2020-03-04,26,16,16,
Iceland,ISL,2020-03-05,34,26,26,
Iceland,ISL,2020-03-06,43,26,35,
Iceland,ISL,2020-03-07,50,45,43,
Iceland,ISL,2020-03-08,50,45,53,
Iceland,ISL,2020-03-09,58,55,55,
Iceland,ISL,2020-03-10,69,55,65,
Iceland,ISL,2020-03-11,85,61,70,
Iceland,ISL,2020-03-12,103,61,85,
Iceland,ISL,2020-03-13,134,61,117,
Iceland,ISL,2020-03-14,156,61,117,
Iceland,ISL,2020-03-15,171,138,138,
Iceland,ISL,2020-03-16,180,138,178,
Iceland,ISL,2020-03-17,220,199,199,
India,IND,2020-01-30,1,1,1,
India,IND,2020-01-31,1,1,1,
India,IND,2020-02-01,1,1,1,
India,IND,2020-02-02,2,2,2,
India,IND,2020-02-03,3,3,2,
India,IND,2020-02-04,3,3,3,
India,IND,2020-02-05,3,3,3,
India,IND,2020-02-06,3,3,3,
India,IND,2020-02-07,3,3,3,
India,IND,2020-02-08,3,3,3,
India,IND,2020-02-09,3,3,3,
India,IND,2020-02-10,3,3,3,
India,IND,2020-02-11,3,3,3,
India,IND,2020-02-12,3,3,3,
India,IND,2020-02-13,3,3,3,
India,IND,2020-02-14,3,3,3,
India,IND,2020-02-15,3,3,3,
India,IND,2020-02-16,3,3,3,
India,IND,2020-02-17,3,3,3,
India,IND,2020-02-18,3,3,3,
India,IND,2020-02-19,3,3,3,
India,IND,2020-02-20,3,3,3,
India,IND,2020-02-21,3,3,3,
India,IND,2020-02-22,3,3,3,
India,IND,2020-02-23,3,3,3,
India,IND,2020-02-24,3,3,3,
India,IND,2020-02-25,3,3,3,
India,IND,2020-02-26,3,3,3,
India,IND,2020-02-27,3,3,3,
India,IND,2020-02-28,3,3,3,
India,IND,2020-02-29,3,3,3,
India,IND,2020-03-01,3,3,3,
India,IND,2020-03-02,5,3,3,
India,IND,2020-03-03,5,5,5,
India,IND,2020-03-04,28,6,6,
India,IND,2020-03-05,30,29,28,
India,IND,2020-03-06,31,30,29,
India,IND,2020-03-07,34,31,31,
India,IND,2020-03-08,39,34,34,
India,IND,2020-03-09,43,43,,
India,IND,2020-03-10,56,44,44,
India,IND,2020-03-11,62,60,50,
India,IND,2020-03-12,73,73,73,
India,IND,2020-03-13,82,74,75,
India,IND,2020-03-14,102,82,83,
India,IND,2020-03-15,113,107,90,
India,IND,2020-03-16,119,114,93,
India,IND,2020-03-17,142,137,125,
Indonesia,IDN,2020-03-02,2,2,2,
Indonesia,IDN,2020-03-03,2,2,,
Indonesia,IDN,2020-03-04,2,2,,
Indonesia,IDN,2020-03-05,2,2,,
Indonesia,IDN,2020-03-06,4,2,,
Indonesia,IDN,2020-03-07,4,2,4,
Indonesia,IDN,2020-03-08,6,6,,
Indonesia,IDN,2020-03-09,19,6,6,
Indonesia,IDN,2020-03-10,27,19,,
Indonesia,IDN,2020-03-11,34,27,19,
Indonesia,IDN,2020-03-12,34,34,34,
Indonesia,IDN,2020-03-13,69,34,,
Indonesia,IDN,2020-03-14,96,69,69,
Indonesia,IDN,2020-03-15,117,117,96,
Indonesia,IDN,2020-03-16,134,117,117,
Indonesia,IDN,2020-03-17,172,172,134,
International,,2020-02-05,,,10,
International,,2020-02-06,,20,20,
International,,2020-02-07,61,61,61,
International,,2020-02-08,61,64,64,
International,,2020-02-09,64,64,64,
International,,2020-02-10,135,70,70,
International,,2020-02-11,135,135,135,
International,,2020-02-12,175,175,174,
International,,2020-02-13,175,174,174,
International,,2020-02-14,218,218,221,
International,,2020-02-15,285,218,221,
International,,2020-02-16,355,355,355,
International,,2020-02-17,454,454,355,
International,,2020-02-18,542,454,454,
International,,2020-02-19,621,542,542,
International,,2020-02-20,634,621,621,
International,,2020-02-21,634,634,634,
International,,2020-02-22,634,634,634,
International,,2020-02-23,691,634,634,
International,,2020-02-24,691,695,691,
International,,2020-02-25,691,691,691,
International,,2020-02-26,705,691,691,
International,,2020-02-27,705,705,705,
International,,2020-02-28,705,705,705,
International,,2020-02-29,705,705,705,
International,,2020-03-01,705,705,705,
International,,2020-03-02,705,706,705,
International,,2020-03-03,706,706,,
International,,2020-03-04,706,706,,
International,,2020-03-05,706,706,,
International,,2020-03-06,706,696,,
International,,2020-03-07,706,696,,
International,,2020-03-08,706,696,,
International,,2020-03-09,706,696,,
International,,2020-03-10,706,696,696,
International,,2020-03-11,706,696,,
International,,2020-03-12,706,696,,
International,,2020-03-13,706,696,,
International,,2020-03-14,706,697,,
International,,2020-03-15,706,697,,
International,,2020-03-16,706,712,,
International,,2020-03-17,706,712,,
Iran,IRN,2020-02-19,2,,,
Iran,IRN,2020-02-20,5,2,2,
Iran,IRN,2020-02-21,18,5,5,
Iran,IRN,2020-02-22,28,18,18,
Iran,IRN,2020-02-23,43,28,28,
Iran,IRN,2020-02-24,61,43,43,
Iran,IRN,2020-02-25,95,61,61,
Iran,IRN,2020-02-26,139,95,95,
Iran,IRN,2020-02-27,245,141,139,
Iran,IRN,2020-02-28,388,245,245,
Iran,IRN,2020-02-29,593,388,388,
Iran,IRN,2020-03-01,978,593,593,
Iran,IRN,2020-03-02,1501,978,978,
Iran,IRN,2020-03-03,2336,1501,1501,
Iran,IRN,2020-03-04,2922,2336,2336,
Iran,IRN,2020-03-05,3513,2922,2922,
Iran,IRN,2020-03-06,4747,3513,3513,
Iran,IRN,2020-03-07,5823,4747,4747,
Iran,IRN,2020-03-08,6566,5823,5823,
Iran,IRN,2020-03-09,7161,6566,6566,
Iran,IRN,2020-03-10,8042,7161,7161,
Iran,IRN,2020-03-11,9000,8042,8042,
Iran,IRN,2020-03-12,10075,9000,9000,
Iran,IRN,2020-03-13,11364,10075,10075,
Iran,IRN,2020-03-14,12729,11364,11364,
Iran,IRN,2020-03-15,13938,12729,12729,
Iran,IRN,2020-03-16,14991,14991,13938,
Iran,IRN,2020-03-17,16169,14991,14991,
Iraq,IRQ,2020-02-24,1,,,
Iraq,IRQ,2020-02-25,1,1,1,
Iraq,IRQ,2020-02-26,5,5,5,
Iraq,IRQ,2020-02-27,7,6,5,
Iraq,IRQ,2020-02-28,7,7,6,
Iraq,IRQ,2020-02-29,13,8,7,
Iraq,IRQ,2020-03-01,19,13,13,
Iraq,IRQ,2020-03-02,26,19,19,
Iraq,IRQ,2020-03-03,32,26,21,
Iraq,IRQ,2020-03-04,35,31,26,
Iraq,IRQ,2020-03-05,35,36,31,
Iraq,IRQ,2020-03-06,40,36,38,
Iraq,IRQ,2020-03-07,54,44,,
Iraq,IRQ,2020-03-08,60,54,54,
Iraq,IRQ,2020-03-09,60,60,61,
Iraq,IRQ,2020-03-10,71,61,,
Iraq,IRQ,2020-03-11,71,61,61,
Iraq,IRQ,2020-03-12,71,70,70,
Iraq,IRQ,2020-03-13,101,70,74,
Iraq,IRQ,2020-03-14,110,93,85,
Iraq,IRQ,2020-03-15,116,93,85,
Iraq,IRQ,2020-03-16,124,124,124,
Iraq,IRQ,2020-03-17,154,124,124,
Ireland,IRL,2020-02-29,1,,,
Ireland,IRL,2020-03-01,1,1,1,
Ireland,IRL,2020-03-02,1,1,1,
Ireland,IRL,2020-03-03,2,1,,
Ireland,IRL,2020-03-04,6,2,2,
Ireland,IRL,2020-03-05,6,2,6,
Ireland,IRL,2020-03-06,18,14,13,
Ireland,IRL,2020-03-07,18,18,18,
Ireland,IRL,2020-03-08,19,19,19,
Ireland,IRL,2020-03-09,21,21,21,
Ireland,IRL,2020-03-10,34,24,,
Ireland,IRL,2020-03-11,43,34,35,
Ireland,IRL,2020-03-12,43,43,43,
Ireland,IRL,2020-03-13,90,70,70,
Ireland,IRL,2020-03-14,129,90,91,
Ireland,IRL,2020-03-15,129,129,129,
Ireland,IRL,2020-03-16,169,169,169,
Ireland,IRL,2020-03-17,223,223,223,
Israel,ISR,2020-02-21,1,,,
Israel,ISR,2020-02-22,1,1,1,
Israel,ISR,2020-02-23,1,1,1,
Israel,ISR,2020-02-24,1,1,2,
Israel,ISR,2020-02-25,1,2,2,
Israel,ISR,2020-02-26,2,2,2,
Israel,ISR,2020-02-27,3,2,2,
Israel,ISR,2020-02-28,6,3,3,
Israel,ISR,2020-02-29,6,5,7,
Israel,ISR,2020-03-01,7,7,7,
Israel,ISR,2020-03-02,12,7,10,
Israel,ISR,2020-03-03,15,10,,
Israel,ISR,2020-03-04,15,12,,
Israel,ISR,2020-03-05,21,15,15,
Israel,ISR,2020-03-06,37,15,17,
Israel,ISR,2020-03-07,47,19,19,
Israel,ISR,2020-03-08,56,25,25,
Israel,ISR,2020-03-09,60,39,39,
Israel,ISR,2020-03-10,88,39,,
Israel,ISR,2020-03-11,60,75,70,
Israel,ISR,2020-03-12,81,75,82,
Israel,ISR,2020-03-13,112,75,96,
Israel,ISR,2020-03-14,138,100,116,
Israel,ISR,2020-03-15,177,178,178,
Israel,ISR,2020-03-16,251,200,250,
Israel,ISR,2020-03-17,295,250,260,
Italy,ITA,2020-01-31,2,2,3,
Italy,ITA,2020-02-01,2,2,3,
Italy,ITA,2020-02-02,2,2,3,
Italy,ITA,2020-02-03,2,2,3,
Italy,ITA,2020-02-04,2,2,3,
Italy,ITA,2020-02-05,2,2,3,
Italy,ITA,2020-02-06,2,2,3,
Italy,ITA,2020-02-07,3,3,3,
Italy,ITA,2020-02-08,3,3,3,
Italy,ITA,2020-02-09,3,3,3,
Italy,ITA,2020-02-10,3,3,3,
Italy,ITA,2020-02-11,3,3,3,
Italy,ITA,2020-02-12,3,3,3,
Italy,ITA,2020-02-13,3,3,3,
Italy,ITA,2020-02-14,3,3,3,
Italy,ITA,2020-02-15,3,3,3,
Italy,ITA,2020-02-16,3,3,3,
Italy,ITA,2020-02-17,3,3,3,
Italy,ITA,2020-02-18,3,3,3,
Italy,ITA,2020-02-19,3,3,3,
Italy,ITA,2020-02-20,3,3,3,
Italy,ITA,2020-02-21,20,3,3,
Italy,ITA,2020-02-22,62,9,17,
Italy,ITA,2020-02-23,155,76,79,
Italy,ITA,2020-02-24,229,124,132,
Italy,ITA,2020-02-25,322,229,229,
Italy,ITA,2020-02-26,453,322,322,
Italy,ITA,2020-02-27,655,400,400,
Italy,ITA,2020-02-28,888,650,650,
Italy,ITA,2020-02-29,1128,888,888,
Italy,ITA,2020-03-01,1694,1128,1128,
Italy,ITA,2020-03-02,2036,1689,1689,
Italy,ITA,2020-03-03,2502,2036,2036,
Italy,ITA,2020-03-04,3089,2502,2502,
Italy,ITA,2020-03-05,3858,3089,3089,
Italy,ITA,2020-03-06,4636,3858,3858,
Italy,ITA,2020-03-07,5883,4636,4636,
Italy,ITA,2020-03-08,7375,5883,5883,
Italy,ITA,2020-03-09,9172,7375,7375,
Italy,ITA,2020-03-10,10149,9172,9172,
Italy,ITA,2020-03-11,12462,10149,10149,
Italy,ITA,2020-03-12,15113,12462,12462,
Italy,ITA,2020-03-13,17660,15113,15113,
Italy,ITA,2020-03-14,21157,17660,17660,
Italy,ITA,2020-03-15,24747,21157,21157,
Italy,ITA,2020-03-16,27980,24747,23980,
Italy,ITA,2020-03-17,31506,27980,27980,
Jamaica,JAM,2020-03-11,1,1,,
Jamaica,JAM,2020-03-12,2,1,2,
Jamaica,JAM,2020-03-13,8,1,6,
Jamaica,JAM,2020-03-14,8,7,8,
Jamaica,JAM,2020-03-15,10,8,,
Jamaica,JAM,2020-03-16,10,10,10,
Jamaica,JAM,2020-03-17,12,10,10,
Japan,JPN,2020-01-22,2,1,1,
Japan,JPN,2020-01-23,2,1,1,
Japan,JPN,2020-01-24,2,1,2,
Japan,JPN,2020-01-25,2,3,2,
Japan,JPN,2020-01-26,4,3,3,
Japan,JPN,2020-01-27,4,4,3,
Japan,JPN,2020-01-28,7,6,4,
Japan,JPN,2020-01-29,7,7,7,
Japan,JPN,2020-01-30,11,11,11,
Japan,JPN,2020-01-31,15,14,14,
Japan,JPN,2020-02-01,20,17,15,
Japan,JPN,2020-02-02,20,20,19,
Japan,JPN,2020-02-03,20,20,20,
Japan,JPN,2020-02-04,22,20,20,
Japan,JPN,2020-02-05,23,23,25,
Japan,JPN,2020-02-06,23,25,25,
Japan,JPN,2020-02-07,23,25,25,
Japan,JPN,2020-02-08,24,25,25,
Japan,JPN,2020-02-09,24,26,25,
Japan,JPN,2020-02-10,26,26,25,
Japan,JPN,2020-02-11,27,26,25,
Japan,JPN,2020-02-12,28,28,25,
Japan,JPN,2020-02-13,33,29,29,
Japan,JPN,2020-02-14,43,33,30,
Japan,JPN,2020-02-15,54,41,38,
Japan,JPN,2020-02-16,60,53,52,
Japan,JPN,2020-02-17,67,59,59,
Japan,JPN,2020-02-18,79,65,59,
Japan,JPN,2020-02-19,85,73,66,
Japan,JPN,2020-02-20,95,85,84,
Japan,JPN,2020-02-21,112,93,93,
Japan,JPN,2020-02-22,137,105,105,
Japan,JPN,2020-02-23,149,132,132,
Japan,JPN,2020-02-24,160,144,144,
Japan,JPN,2020-02-25,173,157,144,
Japan,JPN,2020-02-26,192,164,164,
Japan,JPN,2020-02-27,218,186,186,
Japan,JPN,2020-02-28,236,210,210,
Japan,JPN,2020-02-29,245,230,230,
Japan,JPN,2020-03-01,259,239,239,
Japan,JPN,2020-03-02,278,254,254,
Japan,JPN,2020-03-03,298,268,254,
Japan,JPN,2020-03-04,333,284,268,
Japan,JPN,2020-03-05,365,317,317,
Japan,JPN,2020-03-06,420,349,349,
Japan,JPN,2020-03-07,466,408,408,
Japan,JPN,2020-03-08,499,455,455,
Japan,JPN,2020-03-09,527,488,488,
Japan,JPN,2020-03-10,585,514,514,
Japan,JPN,2020-03-11,640,568,568,
Japan,JPN,2020-03-12,696,620,619,
Japan,JPN,2020-03-13,733,675,675,
Japan,JPN,2020-03-14,795,716,737,
Japan,JPN,2020-03-15,826,780,780,
Japan,JPN,2020-03-16,843,814,814,
Japan,JPN,2020-03-17,893,829,824,
Jersey,JEY,2020-03-13,,2,,
Jersey,JEY,2020-03-14,,2,,
Jersey,JEY,2020-03-15,,2,,
Jersey,JEY,2020-03-16,,2,,
Jersey,JEY,2020-03-17,,2,,
Jordan,JOR,2020-03-03,1,1,1,
Jordan,JOR,2020-03-04,1,1,,
Jordan,JOR,2020-03-05,1,1,,
Jordan,JOR,2020-03-06,1,1,,
Jordan,JOR,2020-03-07,1,1,,
Jordan,JOR,2020-03-08,1,1,1,
Jordan,JOR,2020-03-09,1,1,,
Jordan,JOR,2020-03-10,1,1,,
Jordan,JOR,2020-03-11,1,1,,
Jordan,JOR,2020-03-12,1,1,,
Jordan,JOR,2020-03-13,1,1,,
Jordan,JOR,2020-03-14,1,1,,
Jordan,JOR,2020-03-15,8,1,1,
Jordan,JOR,2020-03-16,17,6,15,
Jordan,JOR,2020-03-17,34,35,16,
Kazakhstan,KAZ,2020-03-13,4,,,
Kazakhstan,KAZ,2020-03-14,6,,,
Kazakhstan,KAZ,2020-03-15,9,6,6,
Kazakhstan,KAZ,2020-03-16,10,6,9,
Kazakhstan,KAZ,2020-03-17,33,6,11,
Kenya,KEN,2020-03-13,1,,,
Kenya,KEN,2020-03-14,1,1,1,
Kenya,KEN,2020-03-15,3,1,1,
Kenya,KEN,2020-03-16,3,1,3,
Kenya,KEN,2020-03-17,3,3,3,
Kosovo,OWID_KOS,2020-03-14,2,,2,
Kosovo,OWID_KOS,2020-03-15,5,,5,
Kosovo,OWID_KOS,2020-03-16,13,,13,
Kosovo,OWID_KOS,2020-03-17,16,,16,
Kuwait,KWT,2020-02-24,1,3,3,
Kuwait,KWT,2020-02-25,11,8,5,
Kuwait,KWT,2020-02-26,26,12,11,
Kuwait,KWT,2020-02-27,43,43,26,
Kuwait,KWT,2020-02-28,45,43,43,
Kuwait,KWT,2020-02-29,45,45,45,
Kuwait,KWT,2020-03-01,45,45,45,
Kuwait,KWT,2020-03-02,56,56,46,
Kuwait,KWT,2020-03-03,56,56,56,
Kuwait,KWT,2020-03-04,56,56,,
Kuwait,KWT,2020-03-05,58,58,,
Kuwait,KWT,2020-03-06,58,58,58,
Kuwait,KWT,2020-03-07,61,58,,
Kuwait,KWT,2020-03-08,64,62,61,
Kuwait,KWT,2020-03-09,64,64,64,
Kuwait,KWT,2020-03-10,69,65,65,
Kuwait,KWT,2020-03-11,72,69,69,
Kuwait,KWT,2020-03-12,80,80,72,
Kuwait,KWT,2020-03-13,80,80,80,
Kuwait,KWT,2020-03-14,104,100,100,
Kuwait,KWT,2020-03-15,112,112,104,
Kuwait,KWT,2020-03-16,123,112,112,
Kuwait,KWT,2020-03-17,130,130,123,
Latvia,LVA,2020-03-02,1,,,
Latvia,LVA,2020-03-03,1,1,1,
Latvia,LVA,2020-03-04,1,1,,
Latvia,LVA,2020-03-05,1,1,,
Latvia,LVA,2020-03-06,1,1,,
Latvia,LVA,2020-03-07,1,1,,
Latvia,LVA,2020-03-08,2,1,2,
Latvia,LVA,2020-03-09,6,3,3,
Latvia,LVA,2020-03-10,8,6,6,
Latvia,LVA,2020-03-11,10,8,8,
Latvia,LVA,2020-03-12,10,16,10,
Latvia,LVA,2020-03-13,17,16,16,
